order_id,latitude,longitude,timestamp,order_value
107,13.03890907565598,77.61175356216948,2025-09-06 04:32:25,51.58
108,13.035609837920973,77.58697470635362,2025-09-07 02:57:16,21.92
109,12.928376573988798,77.62401804514464,2025-09-06 05:16:55,22.85
110,13.003746927942236,77.56083173364745,2025-09-07 12:33:06,19.35
111,12.992802546406756,77.53930038367008,2025-09-04 08:36:00,7.7
112,12.968167987633688,77.59917676454428,2025-09-05 08:42:45,19.82
113,12.937440924818103,77.62462592400782,2025-09-04 06:51:16,20.7
114,12.918836273877275,77.6106435057794,2025-09-01 04:54:00,68.83
115,12.967280577983917,77.61319967006487,2025-09-06 19:11:48,18.24
116,13.034690680643704,77.60676309126481,2025-09-01 18:23:23,23.35
117,12.989802781578193,77.54750607354556,2025-09-04 17:54:33,19.74
118,12.927630939094884,77.61574921177132,2025-09-02 11:16:56,11.2
119,12.894972934829358,77.61372476458806,2025-09-04 16:39:47,35.57
120,12.989215853286517,77.55841919171506,2025-09-02 21:57:01,29.25
121,13.043219630165295,77.61176658625429,2025-09-02 11:57:53,29.83
122,12.946994401207213,77.61980824347896,2025-09-02 07:20:16,12.75
123,13.01866865470909,77.61053872374166,2025-09-04 02:45:14,40.5
124,13.028858540464926,77.59809860073042,2025-09-02 05:19:30,9.96
125,12.975024569180075,77.6137152960651,2025-09-03 17:22:45,26.94
126,13.05096233322934,77.60012458481097,2025-09-01 01:20:09,60.05
127,12.921692780470584,77.61812764467923,2025-09-01 10:46:05,12.24
128,12.97280295631712,77.59974438834058,2025-09-07 07:43:57,15.13
129,12.982204468141106,77.61001370996918,2025-09-01 10:03:07,21.11
130,12.900418307863635,77.62181736938051,2025-09-04 14:41:06,15.62
131,13.045170725203151,77.59130673869451,2025-09-02 10:58:37,9.25
132,13.025596167527379,77.5943090556207,2025-09-07 05:52:22,20.79
133,13.013090451738845,77.5622782516848,2025-09-04 15:43:46,11.81
134,12.914640708742605,77.61250351156077,2025-09-07 08:50:22,25.45
135,13.038311949722196,77.59246203335027,2025-09-05 03:03:20,12.68
136,12.966732855039574,77.60794445640865,2025-09-01 19:33:10,43.6
137,12.918166175606448,77.62394452301103,2025-09-03 14:09:37,13.58
138,12.986719450938443,77.54747743797118,2025-09-03 23:41:30,17.1
139,13.03946598246097,77.58760120213672,2025-09-02 23:51:52,30.17
140,13.036237026680842,77.60773682012098,2025-09-07 09:37:00,10.85
141,12.941361066540198,77.619212760145,2025-09-06 13:32:01,22.5
142,12.911741401918492,77.60933236090972,2025-09-07 12:40:37,38.61
143,12.950141432401502,77.59972941250791,2025-09-01 14:22:25,8.99
144,12.991247251329165,77.59495263551972,2025-09-01 06:33:44,22.03
145,12.940345889906906,77.63654635072575,2025-09-03 03:51:57,22.87
146,13.044313542646005,77.59079636277464,2025-09-06 11:22:10,29.69
147,12.998437514819978,77.5566563597668,2025-09-02 14:49:49,10.82
148,12.937120903806326,77.64047112722521,2025-09-03 20:05:21,10.38
149,13.002202189704072,77.54565488106186,2025-09-06 04:41:14,26.07
150,12.912820824085191,77.600544595594,2025-09-02 22:22:06,23.3
151,12.963889134594956,77.6003617459947,2025-09-01 00:17:42,22.77
152,12.955994940856174,77.59666689463,2025-09-05 07:18:43,23.88
153,12.982153309965465,77.60113634261336,2025-09-05 11:16:33,14.3
154,12.937843294034924,77.62024532692688,2025-09-04 21:13:43,22.56
155,12.951524319786373,77.60527456172235,2025-09-03 05:04:36,23.26
156,12.923361775475316,77.6291941664047,2025-09-07 22:39:51,14.05
157,13.036076909316161,77.59827365478536,2025-09-02 08:20:21,51.05
158,12.922074842044783,77.61155204060286,2025-09-05 11:45:52,25.46
159,13.04146340130519,77.60531818176105,2025-09-07 04:40:42,11.07
160,12.944530121403883,77.61688265084273,2025-09-02 14:12:21,27.89
161,12.927567408434575,77.60645117899335,2025-09-03 02:07:28,12.34
162,12.909513807230569,77.60703283600678,2025-09-02 05:02:17,29.77
163,13.005842521986091,77.5536079816481,2025-09-05 06:03:56,35.85
164,13.018504199069909,77.60941713959652,2025-09-07 19:50:33,13.33
165,13.008262928092146,77.54773108130478,2025-09-01 02:21:52,32.51
166,13.022098782722184,77.54745585521869,2025-09-05 23:17:54,24.69
167,12.976115159420191,77.60103802601704,2025-09-04 12:44:33,30.3
168,12.999897292843904,77.55439393919146,2025-09-05 00:18:19,51.85
169,13.036665897874729,77.59544322764607,2025-09-01 12:12:05,17.77
170,12.912901490806343,77.61123729460213,2025-09-06 00:50:48,13.78
171,12.993323937759275,77.54917441812181,2025-09-07 05:56:52,12.87
172,13.00473399737915,77.54058875611051,2025-09-02 17:07:36,13.36
173,13.015292924947296,77.56174900186129,2025-09-03 04:51:19,19.33
174,13.042879243669697,77.61908450525866,2025-09-02 04:36:14,23.82
175,12.974869273737642,77.59240899471192,2025-09-06 01:52:54,23.07
176,12.944124108198151,77.62545620445889,2025-09-07 04:46:30,30.37
177,13.017126481736309,77.58935208613045,2025-09-04 23:54:26,20.22
178,12.938584964074945,77.62034712086098,2025-09-04 02:19:12,41.54
179,12.918895809244331,77.62593030793957,2025-09-07 15:54:04,17.6
180,12.960686095627066,77.5864299856074,2025-09-03 11:25:42,78.26
181,12.972315662372194,77.58982342553234,2025-09-01 08:57:45,27.46
182,12.994724732662272,77.56179138684585,2025-09-06 04:33:16,13.08
183,12.93667198281093,77.60076361890738,2025-09-05 12:39:42,11.76
184,12.988013805518955,77.58326196928155,2025-09-01 23:24:51,25.57
185,12.92740438563269,77.6300931720625,2025-09-06 16:45:13,17.96
186,13.047619740486217,77.60058171845361,2025-09-05 11:52:29,28.7
187,12.923422144585077,77.61769738412806,2025-09-01 15:21:58,25.45
188,12.937005308418055,77.65093571583398,2025-09-07 06:27:36,19.37
189,12.97269394794605,77.60185766623898,2025-09-06 20:19:15,13.15
190,13.00036861036983,77.55792116665313,2025-09-01 07:40:32,9.42
191,12.907801283543792,77.60826530846404,2025-09-06 18:31:56,16.07
192,12.970697723359438,77.60241073267616,2025-09-04 06:57:40,30.82
193,12.994175488913733,77.54920861964932,2025-09-05 09:31:02,22.35
194,12.959250556064626,77.58360644175168,2025-09-06 00:08:18,10.77
195,13.012171644275488,77.54659600715698,2025-09-01 15:59:05,21.9
196,12.918853188602123,77.62328838621092,2025-09-01 11:18:58,24.35
197,12.92233170583962,77.61083317967189,2025-09-07 03:52:38,12.91
198,12.943605272502516,77.6241150827998,2025-09-07 13:16:42,21.69
199,12.912190885086115,77.61322974151817,2025-09-04 19:34:30,20.68
200,12.922144391101108,77.60852786106636,2025-09-05 10:25:52,11.34
201,13.016689560949454,77.56476565029547,2025-09-02 16:55:13,24.02
202,13.002653988244118,77.55364211888816,2025-09-01 05:30:16,26.59
203,12.982673238962436,77.59635956657222,2025-09-03 09:22:04,34.52
204,12.96099741726054,77.58342054843634,2025-09-06 00:52:45,34.02
205,13.037780847607678,77.59555639588075,2025-09-04 01:23:43,10.09
206,12.983862914275381,77.56815389755519,2025-09-07 21:52:15,12.57
207,13.049685822690403,77.5704064864295,2025-09-05 10:05:15,25.98
208,12.984060851924976,77.57386609767592,2025-09-03 03:44:00,25.97
209,12.99929732639188,77.55166063844591,2025-09-05 05:28:41,25.99
210,12.935836332403685,77.63401514062943,2025-09-03 12:07:34,137.88
211,13.01042203346208,77.53175676435913,2025-09-06 20:30:15,26.72
212,13.061513723596887,77.598490053669,2025-09-06 12:54:06,35.44
213,13.003204775194208,77.54296741279354,2025-09-06 11:12:07,32.36
214,12.947698053194113,77.62870324587185,2025-09-01 03:22:55,27.82
215,12.8971673382529,77.60109467114813,2025-09-01 13:04:17,17.16
216,12.918502208279316,77.64214686934262,2025-09-05 15:38:41,29.36
217,12.96637276979481,77.60509009225837,2025-09-03 16:06:25,13.65
218,13.020233708264762,77.60306009951346,2025-09-07 05:41:24,17.84
219,13.010666947365296,77.53180122312959,2025-09-05 13:00:17,15.76
220,13.000310174672027,77.5525328688813,2025-09-03 23:18:33,20.92
221,13.03694227648662,77.59850301761462,2025-09-01 09:59:14,63.9
222,12.974678017688921,77.57749831607343,2025-09-04 17:41:58,7.9
223,12.97330865438128,77.59276016663647,2025-09-02 08:25:39,28.31
224,12.922315526202427,77.62550817422253,2025-09-05 12:00:22,8.97
225,13.000158452550977,77.54371627222385,2025-09-07 10:25:41,15.86
226,12.9552557404564,77.63167591579793,2025-09-07 02:05:10,34.62
227,13.01440533445166,77.56920494635261,2025-09-07 14:56:52,20.74
228,12.933618985099297,77.63256593247914,2025-09-05 01:41:47,11.72
229,12.916652141958407,77.61460416942425,2025-09-07 12:23:17,14.05
230,13.033549940966296,77.6090759217043,2025-09-03 13:45:20,28.21
231,13.041539669592018,77.5794642628209,2025-09-05 19:39:26,13.94
232,12.980652131594248,77.5522610602126,2025-09-03 09:05:50,22.38
233,12.91693558070611,77.60729383983835,2025-09-02 09:49:49,20.55
234,13.018904427739217,77.60687122200129,2025-09-06 18:38:57,14.5
235,12.98551978488357,77.54020854172839,2025-09-07 11:04:56,58.67
236,12.991930329422123,77.57162448557997,2025-09-04 04:31:34,27.58
237,13.040797376201121,77.6023259510937,2025-09-06 18:51:23,7.3
238,13.042018099622172,77.58129775280109,2025-09-07 15:56:02,22.05
239,12.985006521108627,77.55123754780992,2025-09-05 13:19:14,14.43
240,13.006248031787338,77.56280253345953,2025-09-02 05:17:03,30.76
241,12.974270503853486,77.6019445280745,2025-09-03 23:33:14,13.51
242,12.936649374147812,77.62067516982542,2025-09-01 10:27:21,18.97
243,12.974315788371953,77.5818325142418,2025-09-06 12:05:26,25.85
244,12.990007356064453,77.55965708749164,2025-09-03 08:50:15,30.97
245,12.948768567742189,77.62090562725975,2025-09-04 07:54:14,11.02
246,13.04518283805976,77.59183955271781,2025-09-02 00:53:33,16.99
247,13.027242252505875,77.62441878340269,2025-09-02 13:14:15,15.84
248,12.932589727467532,77.6258498472082,2025-09-06 05:01:02,14.49
249,12.99202396422714,77.5994517510523,2025-09-04 02:55:08,48.56
250,12.908727471201026,77.63179542766636,2025-09-03 10:50:37,24.59
251,12.942333995902054,77.62497017213124,2025-09-07 12:44:22,10.69
252,12.91385722720108,77.60454776000871,2025-09-05 16:10:32,31.78
253,12.932536826714774,77.61785465070358,2025-09-03 21:29:55,58.04
254,12.979586510963232,77.5505026142339,2025-09-02 22:04:33,33.66
255,12.920772060935318,77.62623969820727,2025-09-03 13:38:08,9.4
256,12.997853151126133,77.55584214732536,2025-09-03 10:49:20,15.77
257,12.96089421920323,77.60142623236457,2025-09-01 11:56:41,37.84
258,13.008043223984766,77.55136011155774,2025-09-06 18:48:42,14.1
259,12.996708108402414,77.54690586588549,2025-09-05 23:50:13,25.08
260,12.99691788473905,77.54848860032722,2025-09-06 12:14:32,29.59
261,12.976752728529869,77.6065418196255,2025-09-01 18:24:22,12.64
262,12.996616982128605,77.59929620789376,2025-09-07 10:05:36,19.5
263,12.999286688310674,77.5364123236082,2025-09-05 08:09:59,3.97
264,13.030277769557191,77.60332931817754,2025-09-04 10:10:04,12.03
265,12.987075052013301,77.61255877673095,2025-09-01 23:12:40,17.7
266,13.033990092610603,77.5793813625796,2025-09-05 05:31:04,10.76
267,12.93805865390725,77.62784456789987,2025-09-04 18:48:36,45.43
268,13.03403052772506,77.5890170275546,2025-09-07 11:00:30,9.82
269,13.035468730271262,77.61494557863517,2025-09-05 15:58:39,16.12
270,13.007274947684174,77.55385894549768,2025-09-02 11:38:42,21.44
271,12.946237138693906,77.62582566067965,2025-09-02 03:40:16,41.29
272,13.03201707116463,77.60246779354165,2025-09-06 16:07:22,9.8
273,13.031154930744975,77.58749669031803,2025-09-07 00:35:47,35.93
274,13.029308086750964,77.6018056210741,2025-09-01 13:34:34,20.19
275,12.996528819196833,77.55496713686433,2025-09-06 10:40:52,12.3
276,12.93938252554786,77.62850412029238,2025-09-02 21:35:34,25.31
277,12.943377526958761,77.6096060694035,2025-09-02 11:37:12,22.19
278,12.968768909987649,77.58577972658793,2025-09-02 22:46:23,14.88
279,12.99512221765047,77.55569150327663,2025-09-03 01:36:29,20.8
280,12.947063874122152,77.62213647166075,2025-09-04 01:12:59,16.57
281,12.919671786606692,77.603061053497,2025-09-06 01:52:35,21.26
282,12.942719026180328,77.63426899078037,2025-09-03 22:32:53,27.97
283,12.955404019636822,77.61710125723536,2025-09-04 08:20:27,44.39
284,13.013855240292344,77.55284249738926,2025-09-03 15:08:06,10.82
285,12.93407008218132,77.61225064949811,2025-09-03 11:10:30,58.35
286,12.987987671828693,77.56058356447299,2025-09-06 06:02:41,7.57
287,12.90129695601329,77.61882457328281,2025-09-06 01:33:49,18.62
288,12.895632275655286,77.6044333058749,2025-09-03 19:05:31,26.95
289,12.922684605758096,77.63893764604073,2025-09-05 23:49:34,23.12
290,12.919155018106114,77.60981075115825,2025-09-05 08:56:56,14.71
291,12.987865194716997,77.56978705013435,2025-09-02 23:16:22,18.1
292,13.029300267881366,77.60637223621534,2025-09-04 19:55:04,15.7
293,12.957338744673308,77.60066165090612,2025-09-04 03:14:16,14.96
294,12.97604655185667,77.58464644636076,2025-09-03 22:39:06,30.72
295,12.997010020242692,77.5417210335702,2025-09-02 19:47:41,24.01
296,12.959922794622727,77.61954133821992,2025-09-01 01:42:34,14.2
297,13.0007799699212,77.55819116709782,2025-09-07 20:53:06,31.49
298,12.971563974609095,77.58301635310808,2025-09-04 14:22:11,23.42
299,12.969390358261704,77.59486885838994,2025-09-03 06:02:35,30.16
300,12.962836813320258,77.59497660233168,2025-09-03 00:54:36,27.52
301,12.966888918276974,77.60535124275218,2025-09-04 15:21:10,13.27
302,12.944393028697078,77.63002524085258,2025-09-01 02:31:18,15.18
303,12.916855105623481,77.60211454684394,2025-09-05 13:45:41,29.18
304,12.98971980124135,77.59817925728692,2025-09-06 22:34:47,27.25
305,12.947851972516236,77.63009359208728,2025-09-07 08:31:54,19.88
306,13.036945333662155,77.60650145470998,2025-09-02 03:26:58,21.3
307,12.969380875472066,77.58245481044351,2025-09-03 10:52:37,38.05
308,12.907585819963854,77.60526114165945,2025-09-01 23:06:26,14.94
309,12.93166573256264,77.60423337870256,2025-09-07 21:10:04,26.4
310,13.00438686547848,77.5647932443754,2025-09-03 13:22:51,18.15
311,12.940259911099595,77.6045258865654,2025-09-06 14:33:30,18.01
312,13.03404398699289,77.5894038115895,2025-09-06 01:51:56,34.79
313,12.984753145747561,77.54979829369447,2025-09-06 23:36:38,30.35
314,12.925412527903976,77.60735252504826,2025-09-06 02:32:04,30.17
315,12.9228378304096,77.61778123835136,2025-09-04 11:40:07,38.58
316,12.9374445181856,77.63497098302612,2025-09-07 21:39:47,20.3
317,12.934146080745627,77.64230829212967,2025-09-07 13:44:33,28.25
318,12.941197838559647,77.63583546774503,2025-09-04 05:45:22,17.2
319,12.94996540349726,77.63830091354147,2025-09-07 00:43:05,23.62
320,12.91733800127606,77.60718510021007,2025-09-05 11:47:56,18.82
321,12.977036001545946,77.59089385667914,2025-09-04 10:33:10,21.08
322,12.964742624132118,77.59735524877469,2025-09-02 04:12:00,27.05
323,13.027060496545086,77.5807378228541,2025-09-04 18:46:58,13.34
324,12.9983688505842,77.55256234550477,2025-09-05 00:50:19,57.18
325,12.913630794211208,77.61487040827224,2025-09-01 12:25:38,12.15
326,12.954710342980201,77.61860021409585,2025-09-01 05:30:16,10.95
327,12.993497502878093,77.58200080033627,2025-09-05 19:45:15,35.84
328,12.96417980258443,77.58155344604192,2025-09-03 12:03:04,29.84
329,13.04427079009985,77.60922500914886,2025-09-02 01:38:44,27.44
330,12.975419354522316,77.5989004164719,2025-09-06 07:54:54,27.5
331,12.908935510582781,77.61054243854224,2025-09-07 00:01:17,19.96
332,12.93198376863954,77.61998994969869,2025-09-02 20:01:32,12.82
333,12.970290840272304,77.58425045135468,2025-09-02 20:17:56,20.86
334,13.03658635190316,77.57701799315467,2025-09-04 10:15:41,14.32
335,12.915493425936212,77.61462534891821,2025-09-02 16:41:10,32.71
336,13.056683747047808,77.59560410371844,2025-09-01 03:21:55,18.66
337,12.990873158087425,77.55855427146625,2025-09-06 19:11:16,13.29
338,12.964392095810636,77.59943892317241,2025-09-01 13:25:20,17.1
339,12.93417155836864,77.62423205653364,2025-09-01 07:57:05,24.69
340,12.97343771134623,77.59626769619597,2025-09-06 15:33:31,15.15
341,13.037775659901724,77.60149228434919,2025-09-02 04:09:36,13.31
342,13.044191848677164,77.61515372684826,2025-09-07 11:39:07,22.69
343,12.934558616534071,77.62778762410304,2025-09-07 01:13:48,22.7
344,12.974623988442383,77.58674646857487,2025-09-03 16:35:49,15.59
345,12.9245692012765,77.61579950305341,2025-09-04 21:10:41,15.87
346,12.9952243649664,77.56725706813312,2025-09-05 13:36:23,22.56
347,12.98269260202223,77.57997964028498,2025-09-03 09:59:46,9.74
348,12.936221913093846,77.6212198771381,2025-09-02 14:53:19,9.94
349,12.96856968359002,77.5942529667997,2025-09-06 05:57:29,14.02
350,12.91270904271944,77.61767007669648,2025-09-03 14:30:49,18.05
351,12.930657557248468,77.62430064604754,2025-09-02 13:43:52,23.46
352,12.914996081599275,77.59828606016701,2025-09-07 14:38:27,42.0
353,13.042599730755168,77.60275468667494,2025-09-06 05:51:45,30.84
354,12.921689285897868,77.6129119142397,2025-09-04 16:23:52,18.54
355,12.912211033122155,77.6156307327644,2025-09-06 02:14:57,19.9
356,13.002816969181243,77.57697047483373,2025-09-03 08:31:42,12.17
357,12.89497896838915,77.61406838665849,2025-09-06 07:02:53,19.9
358,12.938362000762046,77.62383609595906,2025-09-03 23:29:28,17.39
359,13.030396778168624,77.60213540708163,2025-09-06 13:57:18,23.6
360,12.955670062664684,77.59900474737961,2025-09-02 19:14:43,13.28
361,12.928074147030603,77.6093485583319,2025-09-07 13:29:16,26.04
362,12.937674977968372,77.64700454767816,2025-09-02 15:01:47,43.22
363,12.97739290144305,77.60620682495697,2025-09-07 22:47:21,19.02
364,12.959161367646088,77.58767094802204,2025-09-01 09:28:04,24.55
365,12.922129016181456,77.60449551848511,2025-09-02 21:16:22,28.36
366,12.9410667820853,77.63131006238741,2025-09-03 06:35:53,16.43
367,12.96017873456704,77.59209681288267,2025-09-07 08:54:08,22.47
368,13.034997409537924,77.6079327090546,2025-09-01 13:38:24,20.21
369,13.010445844376262,77.56973396562299,2025-09-04 07:24:15,21.09
370,13.030225082149922,77.5833019702042,2025-09-06 05:16:40,13.65
371,12.963563254320302,77.61099116805444,2025-09-04 09:40:54,20.33
372,12.977289830791854,77.61088396623128,2025-09-04 15:53:17,25.76
373,12.908283190860512,77.59995243269307,2025-09-05 16:02:02,41.49
374,12.961375646204543,77.61539945923691,2025-09-04 18:40:59,32.45
375,12.929990861806633,77.62655428596271,2025-09-02 13:35:27,58.94
376,13.004512912832602,77.53793384029203,2025-09-06 18:44:59,13.69
377,12.984627447691732,77.55160918530838,2025-09-05 14:41:05,31.07
378,12.921049979007769,77.62956542837514,2025-09-04 03:30:30,22.01
379,12.915064337187934,77.60329112717962,2025-09-06 06:09:39,60.03
380,13.003587559924464,77.54429326406921,2025-09-01 07:06:32,13.41
381,12.934087739386513,77.61546092358535,2025-09-03 23:21:51,13.2
382,12.927240094746438,77.59795456510274,2025-09-02 23:29:23,14.88
383,13.024876872353275,77.59383591550305,2025-09-03 13:52:04,6.95
384,12.914829967559733,77.61790078179718,2025-09-03 12:17:09,15.44
385,12.939451788422748,77.62785657989649,2025-09-05 08:57:24,13.74
386,12.921181086766886,77.61966702316795,2025-09-02 08:53:33,21.65
387,12.903394056617643,77.60120253898214,2025-09-02 10:34:41,23.83
388,12.953237946268967,77.59967991326913,2025-09-01 10:34:27,51.32
389,12.93908578604531,77.64942999517433,2025-09-07 19:48:58,32.3
390,12.910251581180528,77.61473972282924,2025-09-04 07:48:33,15.05
391,13.007390764829879,77.55059725455811,2025-09-07 19:10:21,12.82
392,13.02911909546357,77.60692042349535,2025-09-06 09:43:36,25.69
393,13.00532271489506,77.55470225633434,2025-09-06 06:55:56,10.38
394,12.971349730412548,77.602777662992,2025-09-03 13:45:17,50.19
395,13.001069174286723,77.55234377885043,2025-09-01 06:30:29,36.22
396,12.963604610787673,77.59811547958826,2025-09-01 04:49:07,15.89
397,12.970519623002108,77.59391209153566,2025-09-06 13:58:35,8.53
398,12.9147447441481,77.59034533433646,2025-09-03 21:52:17,39.53
399,13.001032994184403,77.54556718106166,2025-09-06 10:51:22,18.97
